text,user,location
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,randyconnor54,"Wilmington, NC"
"RT @MaddowBlog: ""More than 1,600 workers at four Iowa meatpacking plants have been infected with the coronavirus, state health officials re…",__Whisperz__,
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",David_Walker97,"Austin, TX / Dallas, TX"
RT @PhilippineStar: Pilipinas Shell Petroleum Corp. is temporarily shutting down its refinery operations in Batangas for one month to condu…,kat0nice,
RT @PhilippineStar: Pilipinas Shell Petroleum Corp. is temporarily shutting down its refinery operations in Batangas for one month to condu…,SmittenChicken,anywhere that offers free wifi
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",LauraBeeden,
RT @JessicaBellTO: FACT CHECK: @fordnation is using testing data to justify opening the ON economy even as the government keeps missing its…,msjessbeaulieu,Toronto
"RT @ABC: U.S. death toll from COVID-19 passes 70,000 as a coronavirus model now forecasts nearly 135,000 people will die in the country by…",raaa_aaaa_aaaa,"Queensland, Australia"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",Haz_el_eyes,
RT @DrPieterPeach: NYC City Health Dept publishes its own bulletin on paediatric multi-system inflammatory syndrome that may correlate with…,MikeKennedy1906,"St Kilda, Melbourne"
10 years of Tory Government Cuts to NHS etc &amp; #Covid19 Nations mismanagement. #herdimmunity. #PPE https://t.co/ZjLDOviiFP,Snugglegoth,Southend-on-Sea
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",bettycollinswo1,Never trumper really
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,scorpiocbd,Southern CA
RT @PhilippineStar: Pilipinas Shell Petroleum Corp. is temporarily shutting down its refinery operations in Batangas for one month to condu…,reinuuuuuh,cornerstone
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",TurnUSABlue2020,"Arizona, USA"
RT @wdunlap: Our Government is inflating the numbers PAYING HOSPITALS MORE if patients listed COVID-19 -3 times more if placed on ventilato…,SpurFan,"300 Alamo Plaza, San Antonio, TX 78205"
RT @KimOlsonTx: Vice President Pence told reporters today that the coronavirus task force could be disbanded within a month. This decision…,VeroHrndz12,Ft.Worth TX
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",jtobar1964,"West Palm Beach, FL USA"
"RT @JSymmesCobb: Colombia extends COVID-19 lockdown by two weeks, allows additional sectors to start re-opening. Updates coming from @OliGG…",KevinPDuque,Canada
"Pfizer, BioNTech began human trials of a possible COVID-19 vaccine. If successful, it could roll out in September.
#COVIDー19 #coronavirus https://t.co/ybofO7O5z9",AlwayzzHungry,Mumbai
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",KatFree6,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",KHANtactme,
"RT @kate_awakening: Papaya tests positive for Covid 19. 😂 

Tanzania suspends laboratory head after president questions coronavirus tests |…",CadeG_17,
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds https://t.co/OW9d1nOkem",jodee1958,
RT @CNNPolitics: Poor air quality has been linked to Covid-19 impacts. President Trump's EPA is still limiting pollution restrictions https…,jenniferbice,"Birmingham, Alabama"
RT @guardian: Coronavirus live news: UK deaths highest in Europe as Trump looks to disband coronavirus task force https://t.co/3Ztb9GK6aU,rebecalorenzo2,"Inverness, Scotland"
"RT @MadPolitics: A Catholic college in Manitowoc will shutter by the end of August, likely marking the first coronavirus-related campus clo…",S247Ro,
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",LouiseLayton4,"Bethany Beach, DE "
"RT @WebMD: Growing evidence shows that COVID-19 can affect almost every organ, including the skin. What we know so far about the new corona…",hayleypaola13,
RT @NewshubNZ: Illness with possible links to COVID-19 now showing in US children https://t.co/IJBlwq7N7A,martybeetsphoto,"Auckland, New Zealand"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",lindanjohnson1,"Dallas, TX"
"RT @MaddowBlog: ""More than 1,600 workers at four Iowa meatpacking plants have been infected with the coronavirus, state health officials re…",vicroffey,"Montréal, Québec 🇨🇦"
RT @Justsaytruthnow: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To Making Very Significant Findings'…,Civil_war_elect,
"RT @CherylMorrisW: #Coronavirus 🦠: Global experts say #NZ 🇳🇿 Government best in world at #COVIDー19 communication
https://t.co/iOyGaLUllN",vertigoagain,"Kailua, HI"
"RT @NBCPolitics: Sen. Rand Paul defended his decision not to wear a mask on Capitol Hill Tuesday, citing his ""immunity"" to the coronavirus.…",rogersonkaren,Greenland
"RT @DeAnna4Congress: Why would Nancy Pelosi BLOCK investigation into origination source of COVID-19 in [China]?
To Prevent exposing the tru…",TT4Titans,United States of America
"RT @MaddowBlog: ""More than 1,600 workers at four Iowa meatpacking plants have been infected with the coronavirus, state health officials re…",TexGal956,Blue County in Texas 956 
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,sheila26173,
RT @ACLU: Low numbers of confirmed COVID-19 cases in prisons and jails don’t reflect low infection rates. They reflect the fact that  testi…,FreedomAllan,
Coronavirus by air: The spread of Covid-19 in the Middle East https://t.co/8MGnmqMVjB,SupreetKini,"Mumbai, India"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",beam_alicia,"Sylacauga,Alabama"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",mzmargarette1,United States
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,VivianUSATissy1,
"RT @WIONews: Israel has made ''significant breakthrough'' in developing an antibody against the deadly coronavirus

https://t.co/dWu4Hl1DQq",Vineesh4u,Kochi 
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,lkkay91,
"“People are going to die in here,” says one inmate as some prisons still consider hand sanitizer contraband amid COVID-19 pandemic. https://t.co/Y4MzLyaVlU",IdahoStatesman,"Boise, Idaho, USA"
"@MarceaMjo @DrEricMD @neal_neal0524 @WilliamBurke25 @RealCandaceO I work in an ER and there is a respiratory viral panel that tests for many diseases including different versions of coronavirus, but also there is a test for covid 19. Unless you're a frontline worker and have seen this virus firsthand, stfu.",Vanlife420,United States
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",music_fan2020,
"RT @WIONews: Israel has made ''significant breakthrough'' in developing an antibody against the deadly coronavirus

https://t.co/dWu4Hl1DQq",pallavi0310,Hyderabad
RT @JewelzJonez: How convenient...I’m so sick of evil Researcher Killed in Apparent Murder-Suicide Was Close to ‘Very Significant Findings’…,Brew_sir54,
"RT @gusbova: In Statesman today: ""Many construction workers testing positive for coronavirus, Austin health officials say"" https://t.co/QFH…",selfcrit,
RT @thehill: Trump says Fauci and Birx will still be involved in coronavirus efforts https://t.co/NhGG37p88O https://t.co/zhdh1ICl2r,FashnActivists,"World w/o tRump,My USA😉"
"then how can they still support the Democrat lockdowns?

60 percent of millennial-registered voters told pollsters at Quinnipiac University that the pandemic has them concerned about being unable to afford food, rent or mortgage, or medical expenses. https://t.co/uii9KrIkwS",DykeVanTom,LA LA LA LAND
RT @New_Colossus_: Volunteers needed in Rochester for experimental COVID-19 vaccine trial https://t.co/vRquXeQl2l,esneet4113,On the Gulf Stream
"RT @LisaMarieBoothe: In NYC, the epicenter of the coronavirus, the death rate for 18-44 yrs-old is 0.016% &amp; hospitalization rate is 0.18%.…",kc5yti,"Kansas, Olathe"
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",JSumerau,"Orlando, FL"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",jessfox12,what are you a cop or somethin
"RT @jteoh_hk: Attention!! Very important data from @CUHKMedicine. COVID-19 virus found in ALL Faecal samples (100%!!), but NOT in Urine sam…",WUrologist,
"RT @LukeMor19529310: @Christi49527439 @RudyGiuliani @charliekirk11 Hydroxychloroqine #COVID19 News from around the world:

Belgium and Bahr…",LessaFer_BR,
"Coronavirus latest: Carers under 'intolerable pressure' and face future crisis, open letter warns | inews https://t.co/NPWJGTNtN2",Hephaestus7,Canada
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,rod_eugen,
"Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To ‘Making Very Significant Findings’ Related To COVID-19, Pitt Says – CBS Pittsburgh https://t.co/nAWlaiL8dR",LiberTribus,"Chicago, IL"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",walk_c3,
Coronavirus: Donnie does not wear Covid-19 mask at Honeywell tour https://t.co/ZQbyjJ3lx9,exigente48,United States
"RT @rk70534: Amazon has closed only one facility in the US, a returns-processing center in Kentucky, and only after it was ordered to do so…",rk70534,Finland
RT @AdamMilstein: @DineshDSouza @CDCgov While data provided by @CDCGov National Center for Health Statistics is lagging by an average of 1–…,GingerCash777,United States
RT @BetoORourke: Texas law says you can request a mail-in ballot if you have a physical condition that could cause injury by voting in pers…,sampson_elaine,"Huntsville, AL"
"RT @cobrapost: The new coronavirus appears to linger in the air in crowded spaces or rooms that lack ventilation.

Researchers found in a s…",this_is__anki,Bhopal
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",youngestbrother,"Seattle, WA"
"@va_shiva Dr. Shiva, use Ctyosolve on essential oils to treat #Covid_19
EOs are shown to kill a #coronavirus in chickens!
https://t.co/E5OtTX5zhn

We want to know the truth about EOs and #coronavirus!",citizen_orange,
"RT @RevJohnHMoore1: As a result of the abdication of the role of the federal government in dealing with the coronavirus, I make a motion fo…",melinda_wvu,"West Virginia, USA"
"RT @mvmeet: Due to Smriti Irani's hard work, Amethi had ZERO coronavirus cases

But days back, Priyanka Vadra illegally moved 72 migrant wo…",jagadishsy,Bangalore
"RT @OPB: Here's what happened today:

🚫 Oregon closes nursing home
🥩 groceries limit meat purchases
🌲 Oregon reopens some parks
🤝 fraud pro…",DeinosPro,"Portland, Oregon"
RT @CNN: The Cook County Medical Examiner’s Office in Chicago plans to review previous deaths involving heart attacks and pneumonia for ind…,lehimesa,arizona
"RT @RepMattGaetz: MUST-READ: ""'A Trojan Horse Operation': Matt Gaetz Warns Tucker Carlson About Chinese Drones Spying On Americans""

(via @…",wdct8110,United States
Pritzker outlines phased-in reopening of the state as 176 more Illinoisans succumb to coronavirus. https://t.co/xfR16jIO8T via @dailyherald,dh_madhuk,Arlington Heights
"RT @FOX5Vegas: .@RTCSNV saw its largest number of bike checkouts on Saturday with 876 checkouts in a single day. 🚲🚲🚲
https://t.co/egIpb8h8VR",MicksMan9,"Deserts near Las Vegas, NV www.youtube.com/user/Goodoldm/videos"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",cliveboyce77,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",AdrianaFaria,USA
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",DocStrangelove0,
RT @seattletimes: Scientists have identified a new strain of the coronavirus and appears to be more contagious than the versions that sprea…,Rebecca51845054,
